index,EXPNUM,NITE,EXPTIME,BAND,OBJECT,T_EFF
409,680834,20170923,90.0,i,DES survey hex 164-65 tiling 9,1.194
410,670455,20170821,90.0,i,DES survey hex 260+16 tiling 8,1.194
411,682082,20170926,90.0,i,DES survey hex 36-4 tiling 8,1.195
412,678838,20170917,90.0,i,DES survey hex -280-603 tiling 8,1.196
413,681585,20170925,90.0,i,DES survey hex -2-542 tiling 8,1.196
414,680755,20170923,90.0,i,DES survey hex -129-552 tiling 8,1.196
415,688950,20171019,90.0,i,DES survey hex 55-349 tiling 9,1.196
416,681723,20170925,90.0,i,DES survey hex 187-278 tiling 8,1.197
417,689825,20171021,90.0,i,DES survey hex 352-511 tiling 8,1.197
418,680500,20170922,90.0,i,DES survey hex -255-461 tiling 8,1.197
419,682072,20170926,90.0,i,DES survey hex 132+37 tiling 9,1.198
420,687882,20171016,90.0,i,DES survey hex 3-65 tiling 8,1.199
421,682008,20170926,90.0,i,DES survey hex -108+6 tiling 8,1.199
422,687555,20171015,90.0,i,DES survey hex -394-440 tiling 9,1.201
423,681720,20170925,90.0,i,DES survey hex 223-278 tiling 8,1.202
424,680490,20170922,90.0,i,DES survey hex -232-471 tiling 8,1.206
425,682110,20170926,90.0,i,DES survey hex 36-45 tiling 8,1.206
426,677256,20170913,90.0,i,DES survey hex -345-532 tiling 8,1.206
427,686422,20171012,90.0,i,DES survey hex -326-471 tiling 8,1.207
428,677261,20170913,90.0,i,DES survey hex -352-552 tiling 8,1.207
429,678841,20170917,90.0,i,DES survey hex -275-582 tiling 8,1.208
430,672793,20170827,90.0,i,DES survey hex 180-14 tiling 9,1.209
431,681644,20170925,90.0,i,DES survey hex 184-217 tiling 8,1.213
432,677291,20170913,90.0,i,DES survey hex -212-542 tiling 8,1.213
433,678850,20170917,90.0,i,DES survey hex -184-572 tiling 8,1.217
434,678906,20170917,90.0,i,DES survey hex 116+6 tiling 8,1.219
435,692067,20171028,90.0,i,DES survey hex 372-14 tiling 8,1.22
436,681726,20170925,90.0,i,DES survey hex 204-268 tiling 8,1.22
437,681626,20170925,90.0,i,DES survey hex 98-227 tiling 8,1.22
438,678894,20170917,90.0,i,DES survey hex 68-24 tiling 8,1.221
439,689648,20171021,90.0,i,DES survey hex -186-430 tiling 9,1.222
440,682018,20170926,90.0,i,DES survey hex 4+16 tiling 8,1.222
441,680462,20170922,90.0,i,DES survey hex -458-471 tiling 8,1.222
442,680780,20170923,90.0,i,DES survey hex 11-592 tiling 8,1.222
443,680721,20170923,90.0,i,DES survey hex -406-603 tiling 8,1.224
444,669985,20170820,90.0,i,DES survey hex -139-471 tiling 8,1.226
445,680835,20170923,90.0,i,DES survey hex 148-34 tiling 9,1.226
446,681929,20170926,90.0,i,DES survey hex -480-501 tiling 9,1.233
447,678836,20170917,90.0,i,DES survey hex -246-592 tiling 8,1.235
448,686474,20171012,90.0,i,DES survey hex -185-511 tiling 8,1.235
449,672740,20170827,90.0,i,DES survey hex 180+6 tiling 9,1.235
450,672738,20170827,90.0,i,DES survey hex 180+47 tiling 8,1.237
451,672065,20170825,90.0,i,DES wide hex 452-369 tiling 10,1.238
452,681733,20170925,90.0,i,DES survey hex 257-258 tiling 8,1.239
453,680707,20170923,90.0,i,DES survey hex -391-643 tiling 8,1.24
454,677292,20170913,90.0,i,DES survey hex -185-532 tiling 8,1.24
455,692070,20171028,90.0,i,DES survey hex 387-24 tiling 8,1.242
456,681635,20170925,90.0,i,DES survey hex 149-217 tiling 8,1.242
457,692070,20171028,90.0,i,DES survey hex 387-24 tiling 8,1.242
458,680654,20170923,90.0,i,DES survey hex -528-461 tiling 9,1.243
459,688930,20171019,90.0,i,DES survey hex 100-24 tiling 9,1.243
460,681649,20170925,90.0,i,DES survey hex 218-217 tiling 8,1.244
461,686470,20171012,90.0,i,DES survey hex -213-562 tiling 9,1.244
462,668039,20170816,90.0,i,DES survey hex -186-410 tiling 8,1.245
463,668039,20170816,90.0,i,DES survey hex -186-410 tiling 8,1.245
464,680783,20170923,90.0,i,DES survey hex 3-613 tiling 8,1.245
465,672783,20170827,90.0,i,DES survey hex 148+6 tiling 8,1.246
466,670000,20170820,90.0,i,DES survey hex -2-450 tiling 7,1.247
